RUC;RAZON_SOCIAL;TERCEROS;COD_CIIU;ZONA;PAIS;SEGMENTO;RUBRO
9577456;BRENCO CORPORATION E.I.R.L.;INTELIBPO;2072;CAJAMARCA;PERU;COMERCIO AL POR MAYOR Y AL POR MENOR REPARACI?N DE VEH?CULOS AUTOMOTORES Y MOTOCICLETAS;VENTA AL POR MAYOR NO ESPECIALIZADA
4070118;DWI S.A.C.;INTELIBPO;9815;LIMA;PERU;COMERCIO AL POR MAYOR Y AL POR MENOR REPARACI?N DE VEH?CULOS AUTOMOTORES Y MOTOCICLETAS;VENTA AL POR MAYOR DE EQUIPO PARTES Y PIEZAS ELECTR?NICOS Y DE TELECOMUNICACIONES
7224036;INGENIERIA DE PRECISION 3 S.A.C.;INTELIBPO;2320;PIURA;PERU;INDUSTRIAS MANUFACTURERAS;FABRICACI?N DE PRODUCTOS MET?LICOS PARA USO ESTRUCTURAL
8463110;CONSORCIO EDUCATIVO NEUMANN SCHOOL S.A.C.;INTELIBPO;4958;LIMA;PERU;ENSE?ANZA;ENSE?ANZA SECUNDARIA DE FORMACI?N GENERAL
7264080;ESPECIALIDADES MEDICAS DEL NORTE DEL PERU EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA;INTELIBPO;8571;PIURA;PERU;ACTIVIDADES DE ATENCI?N DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL;OTRAS ACTIVIDADES DE ATENCI?N DE LA SALUD HUMANA
7918399;RIPALDA DIAZ DE NAVARRO PATRICIA GRACIELA;INTELIBPO;2843;TACNA;PERU;COMERCIO AL POR MAYOR Y AL POR MENOR REPARACI?N DE VEH?CULOS AUTOMOTORES Y MOTOCICLETAS;VENTA AL POR MENOR DE ALIMENTOS EN COMERCIOS ESPECIALIZADOS
5729813;IMPORTACIONES SOLBER EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA;INTELIBPO;3317;HUANUCO;PERU;COMERCIO AL POR MAYOR Y AL POR MENOR REPARACI?N DE VEH?CULOS AUTOMOTORES Y MOTOCICLETAS;VENTA AL POR MENOR EN COMERCIOS NO ESPECIALIZADOS CON PREDOMINIO DE LA VENTA DE ALIMENTOS BEBIDAS O TABACO
6867460;FARUA GROUP S.R.L.;INTELIBPO;6099;LIMA;PERU;COMERCIO AL POR MAYOR Y AL POR MENOR REPARACI?N DE VEH?CULOS AUTOMOTORES Y MOTOCICLETAS;VENTA AL POR MAYOR NO ESPECIALIZADA
5727647;MEVALAB CERTIFICACIONES E INSPECCIONES E.I.R.L.;INTELIBPO;9568;LIMA;PERU;ACTIVIDADES PROFESIONALES CIENT?FICAS Y T?CNICAS;ENSAYOS Y AN?LISIS T?CNICOS
4117510;CONFECCIONES YARA E.I.R.L.;INTELIBPO;4067;LIMA;PERU;INDUSTRIAS MANUFACTURERAS;FABRICACI?N DE PRENDAS DE VESTIR EXCEPTO PRENDAS DE PIEL
6028845;VIDA HOME ASOCIADOS S.R.L.;INTELIBPO;5368;AREQUIPA;PERU;ACTIVIDADES INMOBILIARIAS;ACTIVIDADES INMOBILIARIAS REALIZADAS A CAMBIO DE UNA RETRIBUCI?N O POR CONTRATA
4504532;FFC MMA S.A.C.;INTELIBPO;4599;LIMA;PERU;COMERCIO AL POR MAYOR Y AL POR MENOR REPARACI?N DE VEH?CULOS AUTOMOTORES Y MOTOCICLETAS;VENTA AL POR MAYOR DE OTROS ENSERES DOM?STICOS
3254150;INVERSIONES ARONES ALEJOS SOCIEDAD ANONIMA CERRADA;INTELIBPO;8532;ICA;PERU;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS;ACTIVIDADES DE RESTAURANTES Y DE SERVICIO M?VIL DE COMIDAS
3291128;DAMAPAU ASESORA INMOBILIARIA S.A.C.;INTELIBPO;3727;LIMA;PERU;ACTIVIDADES PROFESIONALES CIENT?FICAS Y T?CNICAS;OTRAS ACTIVIDADES PROFESIONALES CIENT?FICAS Y T?CNICAS NCP
3859272;VOLVOMAQ S.A.C.;INTELIBPO;3355;LIMA;PERU;COMERCIO AL POR MAYOR Y AL POR MENOR REPARACI?N DE VEH?CULOS AUTOMOTORES Y MOTOCICLETAS;VENTAS DE PARTES PIEZAS Y ACCESORIOS PARA VEH?CULOS AUTOMOTORES
8192402;REGLER AG S.A.C.;INTELIBPO;7011;LIMA;PERU;INDUSTRIAS MANUFACTURERAS;FABRICACI?N DE PRODUCTOS DE PL?STICO
4051965;FASTEC PERU S.A.C.;INTELIBPO;5010;LIMA;PERU;COMERCIO AL POR MAYOR Y AL POR MENOR REPARACI?N DE VEH?CULOS AUTOMOTORES Y MOTOCICLETAS;VENTA AL POR MAYOR DE MAQUINARIA EQUIPO Y MATERIALES AGROPECUARIOS
4834963;EXPRESO TURISTICO DIOS ES AMOR S.A.C.;INTELIBPO;9215;LA LIBERTAD;PERU;ACTIVIDADES DE SERVICIOS ADMINISTRATIVAS Y DE APOYO;ACTIVIDADES DE AGENCIAS DE VIAJES
6335746;EMPRESA DE TRANSPORTES Y SERVICIO LOPEZ S.R.L.;INTELIBPO;8561;ICA;PERU;TRANSPORTE Y ALMACENAMIENTO;TRANSPORTE DE CARGA POR CARRETERA
6992758;DELIBAKERY PERU SOCIEDAD ANONIMA CERRADA - DELIBAKERY PERU S.A.C.;INTELIBPO;7968;LIMA;PERU;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS;ACTIVIDADES DE RESTAURANTES Y DE SERVICIO M?VIL DE COMIDAS
4811035;OLAN GROUP PERU E.I.R.L;INTELIBPO;6857;APURIMAC;PERU;TRANSPORTE Y ALMACENAMIENTO;TRANSPORTE DE CARGA POR CARRETERA
9941036;CABLE ESTACION MACROSUR SOCIEDAD ANONIMA CERRADA;INTELIBPO;7583;PUNO;PERU;INFORMACI?N Y COMUNICACIONES;ACTIVIDADES DE TELECOMUNICACIONES INAL?MBRICAS
4947505;TUANAMA MONTOYA JOSUE RAMON;INTELIBPO;8875;UCAYALI;PERU;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS;ACTIVIDADES DE RESTAURANTES Y DE SERVICIO M?VIL DE COMIDAS
7290692;JAQUISIL TRANSPORTES E.I.R.L.;INTELIBPO;3510;LIMA;PERU;TRANSPORTE Y ALMACENAMIENTO;TRANSPORTE DE CARGA POR CARRETERA
8608673;LOGICA PC  Y  ELECTRONICA E.I.R.L.;INTELIBPO;9712;SAN MARTIN;PERU;COMERCIO AL POR MAYOR Y AL POR MENOR REPARACI?N DE VEH?CULOS AUTOMOTORES Y MOTOCICLETAS;VENTA AL POR MENOR DE ORDENADORES EQUIPO PERIF?RICO PROGRAMAS INFORM?TICOS Y EQUIPO DE TELECOMUNICACIONES EN COMERCIOS ESPECIALIZADOS
4443741;FOOD CENTER LA GRAN CHOZA EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA;INTELIBPO;8618;PUNO;PERU;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS;ACTIVIDADES DE RESTAURANTES Y DE SERVICIO M?VIL DE COMIDAS
9869094;OPEN SEA AGENCIA MARITIMA S.A.C.;INTELIBPO;7147;LIMA;PERU;TRANSPORTE Y ALMACENAMIENTO;TRANSPORTE DE CARGA MAR?TIMO Y DE CABOTAJE
6376608;F & J GENERAL SERVICES E.I.R.L.;INTELIBPO;2793;LIMA;PERU;INDUSTRIAS MANUFACTURERAS;FABRICACI?N DE PRODUCTOS MET?LICOS PARA USO ESTRUCTURAL
9179358;GRUPO LABORUM S.A.C.;INTELIBPO;7798;LIMA;PERU;ACTIVIDADES PROFESIONALES CIENT?FICAS Y T?CNICAS;OTRAS ACTIVIDADES PROFESIONALES CIENT?FICAS Y T?CNICAS NCP
6413279;HORECA PERU SAC;INTELIBPO;4550;LIMA;PERU;COMERCIO AL POR MAYOR Y AL POR MENOR REPARACI?N DE VEH?CULOS AUTOMOTORES Y MOTOCICLETAS;VENTA AL POR MAYOR DE OTROS TIPOS DE MAQUINARIA Y EQUIPO
3978975;INDUSTRIAS KINGS S.A.C.;INTELIBPO;9716;LIMA;PERU;INDUSTRIAS MANUFACTURERAS;FABRICACI?N DE PINTURAS BARNICES Y PRODUCTOS DE REVESTIMIENTO SIMILARES TINTAS DE IMPRENTA Y MASILLAS
7809427;TRANSMAT ORIENTE SOCIEDAD ANONIMA CERRADA;INTELIBPO;5926;SAN MARTIN;PERU;COMERCIO AL POR MAYOR Y AL POR MENOR REPARACI?N DE VEH?CULOS AUTOMOTORES Y MOTOCICLETAS;VENTA AL POR MAYOR DE MATERIALES DE CONSTRUCCI?N ART?CULOS DE FERRETER?A Y EQUIPO Y MATERIALES DE FONTANER?A Y CALEFACCI?N
5896683;SSA INGENIEROS S.A.C.;INTELIBPO;8859;APURIMAC;PERU;ACTIVIDADES PROFESIONALES CIENT?FICAS Y T?CNICAS;ACTIVIDADES DE CONSULTOR?A DE GESTI?N
4862758;SERVICOM GROUP SOCIEDAD ANONIMA CERRADA;INTELIBPO;9757;ANCASH;PERU;OTRAS ACTIVIDADES DE SERVICIOS;REPARACI?N DE ORDENADORES Y EQUIPO PERIF?RICO
3113219;NATINO E.I.R.L.;INTELIBPO;2339;ANCASH;PERU;COMERCIO AL POR MAYOR Y AL POR MENOR REPARACI?N DE VEH?CULOS AUTOMOTORES Y MOTOCICLETAS;VENTA AL POR MAYOR DE MATERIALES DE CONSTRUCCI?N ART?CULOS DE FERRETER?A Y EQUIPO Y MATERIALES DE FONTANER?A Y CALEFACCI?N
9099840;VIAJA YA.COM E.I.R.L.;INTELIBPO;2492;UCAYALI;PERU;ACTIVIDADES DE SERVICIOS ADMINISTRATIVAS Y DE APOYO;ACTIVIDADES DE AGENCIAS DE VIAJES
3016770;FABRICACIONES PADILLA ISA - J E.I.R.L.;INTELIBPO;3363;LIMA;PERU;COMERCIO AL POR MAYOR Y AL POR MENOR REPARACI?N DE VEH?CULOS AUTOMOTORES Y MOTOCICLETAS;VENTA AL POR MAYOR NO ESPECIALIZADA
4204809;SALINAS GUTIERREZ ELVA LILIANA;INTELIBPO;3803;LA LIBERTAD;PERU;COMERCIO AL POR MAYOR Y AL POR MENOR REPARACI?N DE VEH?CULOS AUTOMOTORES Y MOTOCICLETAS;VENTA AL POR MENOR DE PRODUCTOS TEXTILES EN COMERCIOS ESPECIALIZADOS
4104255;SEEN CORPORATION SELVA S.A.C.;INTELIBPO;8504;SAN MARTIN;PERU;INFORMACI?N Y COMUNICACIONES;CONSULTOR?A DE INFORM?TICA Y DE GESTI?N DE INSTALACIONES INFORM?TICAS
7090789;V  Y  A SERVITEC S.A.C.;INTELIBPO;5543;LIMA;PERU;ACTIVIDADES PROFESIONALES CIENT?FICAS Y T?CNICAS;ENSAYOS Y AN?LISIS T?CNICOS
7487598;INVERSIONES HATUNKAY E.I.R.L.;INTELIBPO;2202;LIMA;PERU;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS;ACTIVIDADES DE ALOJAMIENTO PARA ESTANCIAS CORTAS
5340046;SOLUCIONES EDUCATIVAS DIGITALES S.A.C.;INTELIBPO;8022;LIMA;PERU;ACTIVIDADES DE SERVICIOS ADMINISTRATIVAS Y DE APOYO;ACTIVIDADES COMBINADAS DE SERVICIOS ADMINISTRATIVOS DE OFICINA
3868844;PROVEEDORES INDUSTRIALES ANCON SOCIEDAD ANONIMA CERRADA - PROVIANCON S.A.C.;INTELIBPO;3177;LIMA;PERU;COMERCIO AL POR MAYOR Y AL POR MENOR REPARACI?N DE VEH?CULOS AUTOMOTORES Y MOTOCICLETAS;VENTA AL POR MENOR DE ART?CULOS DE FERRETER?A PINTURAS Y PRODUCTOS DE VIDRIO EN COMERCIOS ESPECIALIZADOS
6637822;TUCTO DIAZ JULIO CESAR;INTELIBPO;2075;LA LIBERTAD;PERU;COMERCIO AL POR MAYOR Y AL POR MENOR REPARACI?N DE VEH?CULOS AUTOMOTORES Y MOTOCICLETAS;VENTA MANTENIMIENTO Y REPARACI?N DE MOTOCICLETAS Y DE SUS PARTES PIEZAS Y ACCESORIOS
8844274;CORFERSUR S.R.L.;INTELIBPO;4434;AREQUIPA;PERU;COMERCIO AL POR MAYOR Y AL POR MENOR REPARACI?N DE VEH?CULOS AUTOMOTORES Y MOTOCICLETAS;VENTA AL POR MAYOR DE MATERIALES DE CONSTRUCCI?N ART?CULOS DE FERRETER?A Y EQUIPO Y MATERIALES DE FONTANER?A Y CALEFACCI?N
8741280;POLICLINICO ALTAGRACIA E.I.R.L.;INTELIBPO;3621;LIMA;PERU;ACTIVIDADES DE ATENCI?N DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL;ACTIVIDADES DE MEDICOS Y ODONTOLOGOS
8006353;INSTITUCION EDUCATIVA CRISTIANA WILLIAM CAREY SRL;INTELIBPO;8776;CAJAMARCA;PERU;ENSE?ANZA;ENSE?ANZA PREESCOLAR Y PRIMARIA
7075220;ZHEJIANG FIRST HYDRO & POWER CONSTRUCTION GROUP COMPANY LIMITED SUCURSAL DEL PERU;INTELIBPO;2049;LIMA;PERU;CONSTRUCCI?N;CONSTRUCCI?N DE EDIFICIOS
9225305;ZAESRA STYLE EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA;INTELIBPO;9771;LIMA;PERU;OTRAS ACTIVIDADES DE SERVICIOS;PELUQUER?A Y OTROS TRATAMIENTOS DE BELLEZA
6547707;C.R.L. SERVICIOS GENERALES S.A.C.;INTELIBPO;8594;LIMA;PERU;INFORMACI?N Y COMUNICACIONES;ACTIVIDADES DE TELECOMUNICACIONES INAL?MBRICAS
4208022;SUING FARMA SOCIEDAD ANONIMA CERRADA;INTELIBPO;6770;LA LIBERTAD;PERU;COMERCIO AL POR MAYOR Y AL POR MENOR REPARACI?N DE VEH?CULOS AUTOMOTORES Y MOTOCICLETAS;VENTA AL POR MENOR DE PRODUCTOS FARMAC?UTICOS Y MEDICINALES COSM?TICOS Y ART?CULOS DE TOCADOR EN COMERCIOS ESPECIALIZADOS
3437860;FARO CONSTRUCTORES E.I.R.L.;INTELIBPO;5436;SAN MARTIN;PERU;ACTIVIDADES PROFESIONALES CIENT?FICAS Y T?CNICAS;ACTIVIDADES DE ARQUITECTURA E INGENIER?A Y ACTIVIDADES CONEXAS DE CONSULTOR?A T?CNICA
6319836;CORPORACION NADIA S.A.C.;INTELIBPO;4516;LIMA;PERU;COMERCIO AL POR MAYOR Y AL POR MENOR REPARACI?N DE VEH?CULOS AUTOMOTORES Y MOTOCICLETAS;VENTA AL POR MAYOR DE ALIMENTOS BEBIDAS Y TABACO
6899254;CUYA MENDOZA MARLENE PAOLA;INTELIBPO;6144;LIMA;PERU;INDUSTRIAS MANUFACTURERAS;IMPRESI?N
9472959;RH SERVICIOS GENERALES EIRL;INTELIBPO;6323;CAJAMARCA;PERU;CONSTRUCCI?N;INSTALACIONES EL?CTRICAS
6284344;DISE?OS DABASCOL E.I.R.L.;INTELIBPO;8486;LIMA;PERU;INDUSTRIAS MANUFACTURERAS;FABRICACI?N DE MUEBLES
7165818;GUEVARA GUEVARA RUDORICO;INTELIBPO;4616;LAMBAYEQUE;PERU;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS;ACTIVIDADES DE RESTAURANTES Y DE SERVICIO M?VIL DE COMIDAS
5821244;EQUIPAMIENTO Y REPUESTOS PRIME S.A.C.;INTELIBPO;3859;LIMA;PERU;COMERCIO AL POR MAYOR Y AL POR MENOR REPARACI?N DE VEH?CULOS AUTOMOTORES Y MOTOCICLETAS;VENTAS DE PARTES PIEZAS Y ACCESORIOS PARA VEH?CULOS AUTOMOTORES
5606778;MOSQUEDA CHUQUIZUTA WALTER;INTELIBPO;2049;LIMA;PERU;INDUSTRIAS MANUFACTURERAS;FABRICACI?N DE CALZADO
6378343;JAGUAR SECURITY GROUP S.A.C.;INTELIBPO;6255;AREQUIPA;PERU;ACTIVIDADES DE SERVICIOS ADMINISTRATIVAS Y DE APOYO;ACTIVIDADES DE SEGURIDAD PRIVADA
9124539;DURAPLAST E.I.R.L.;INTELIBPO;3637;LIMA;PERU;COMERCIO AL POR MAYOR Y AL POR MENOR REPARACI?N DE VEH?CULOS AUTOMOTORES Y MOTOCICLETAS;VENTA AL POR MAYOR DE MATERIALES DE CONSTRUCCI?N ART?CULOS DE FERRETER?A Y EQUIPO Y MATERIALES DE FONTANER?A Y CALEFACCI?N
5601490;QSC S.A.C;INTELIBPO;8927;LIMA;PERU;ACTIVIDADES PROFESIONALES CIENT?FICAS Y T?CNICAS;ACTIVIDADES DE CONSULTOR?A DE GESTI?N
5950613;AGROCORPORACIONES SERVAGRO E.I.R.L.;INTELIBPO;3651;ANCASH;PERU;COMERCIO AL POR MAYOR Y AL POR MENOR REPARACI?N DE VEH?CULOS AUTOMOTORES Y MOTOCICLETAS;VENTA AL POR MENOR DE OTROS PRODUCTOS NUEVOS EN COMERCIOS ESPECIALIZADOS
8934450;FILMA STORE S.A.C.;INTELIBPO;6967;LIMA;PERU;ACTIVIDADES PROFESIONALES CIENT?FICAS Y T?CNICAS;ACTIVIDADES DE CONSULTOR?A DE GESTI?N
8695944;MINROC S.A.C.;INTELIBPO;7395;SAN MARTIN;PERU;COMERCIO AL POR MAYOR Y AL POR MENOR REPARACI?N DE VEH?CULOS AUTOMOTORES Y MOTOCICLETAS;OTRAS ACTIVIDADES DE VENTA AL POR MENOR NO REALIZADAS EN COMERCIOS PUESTOS DE VENTA O MERCADOS
6980220;M & C MARKETING ESTRATEGICO E.I.R.L.;INTELIBPO;7580;LA LIBERTAD;PERU;ACTIVIDADES PROFESIONALES CIENT?FICAS Y T?CNICAS;ESTUDIOS DE MERCADO Y ENCUESTAS DE OPINI?N P?BLICA
4818536;VIRGO MERCANTIL SOCIEDAD ANONIMA CERRADA - VIRMESAC;INTELIBPO;2999;LIMA;PERU;INDUSTRIAS MANUFACTURERAS;FABRICACI?N DE PRODUCTOS DE PL?STICO
9737725;POLYNEL S.A.C.;INTELIBPO;9608;CALLAO;PERU;COMERCIO AL POR MAYOR Y AL POR MENOR REPARACI?N DE VEH?CULOS AUTOMOTORES Y MOTOCICLETAS;VENTA AL POR MAYOR DE PRODUCTOS TEXTILES PRENDAS DE VESTIR Y CALZADO
6172575;DELY AGRO PERU S.A.C.;INTELIBPO;3863;PIURA;PERU;INDUSTRIAS MANUFACTURERAS;FABRICACI?N DE PRODUCTOS DE PL?STICO
4128171;AGRO OCEANICA IMPORT EXPORT S.R.L.;INTELIBPO;5497;PIURA;PERU;INDUSTRIAS MANUFACTURERAS;ELABORACI?N Y CONSERVACI?N DE PESCADOS CRUST?CEOS Y MOLUSCOS
5653323;INVERSIONES PIO RIKO E.I.R.L.;INTELIBPO;3379;ANCASH;PERU;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS;ACTIVIDADES DE RESTAURANTES Y DE SERVICIO M?VIL DE COMIDAS
9944001;J3G GROUP S.A.C.;INTELIBPO;9922;LIMA;PERU;CONSTRUCCI?N;CONSTRUCCI?N DE EDIFICIOS
5148212;METAL MECANICA Y MANTENIMIENTO E.I.R.L.;INTELIBPO;2941;CALLAO;PERU;OTRAS ACTIVIDADES DE SERVICIOS;OTRAS ACTIVIDADES DE SERVICIOS PERSONALES NCP
5697165;ARPAY PERU S.A.C;INTELIBPO;5723;LORETO;PERU;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS;ACTIVIDADES DE RESTAURANTES Y DE SERVICIO M?VIL DE COMIDAS
5554400;AKL ENERGY EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA;INTELIBPO;7190;LIMA;PERU;SUMINISTRO DE ELECTRICIDAD GAS VAPOR Y AIRE ACONDICIONADO;GENERACI?N TRANSMISI?N Y DISTRIBUCI?N DE ENERG?A EL?CTRICA
3310494;HCN INGENIERIA METALICA S.A.C.;INTELIBPO;2285;LIMA;PERU;INDUSTRIAS MANUFACTURERAS;FABRICACI?N DE OTROS PRODUCTOS ELABORADOS DE METAL NCP
9510460;PPS JOSE LUIS BUSTAMANTE Y RIVERO SOCIEDAD ANONIMA CERRADA - PPS JLBYR S.A.C.;INTELIBPO;8661;AREQUIPA;PERU;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS;ACTIVIDADES DE RESTAURANTES Y DE SERVICIO M?VIL DE COMIDAS
8779964;SOSAYA ARMACANQUI GERMAN HUMBERTO;INTELIBPO;9246;ICA;PERU;EXPLOTACI?N DE MINAS Y CANTERAS;EXTRACCI?N DE OTROS MINERALES METAL?FEROS NO FERROSOS
4707814;THE MONKEY CLUB GARAGE E.I.R.L.;INTELIBPO;6436;LIMA;PERU;COMERCIO AL POR MAYOR Y AL POR MENOR REPARACI?N DE VEH?CULOS AUTOMOTORES Y MOTOCICLETAS;MANTENIMIENTO Y REPARACI?N DE VEH?CULOS AUTOMOTORES
7293185;LA ROCA PERU GRUPO INMOBILIARIO E.I.R.L.;INTELIBPO;2567;LIMA;PERU;ACTIVIDADES INMOBILIARIAS;ACTIVIDADES INMOBILIARIAS REALIZADAS A CAMBIO DE UNA RETRIBUCI?N O POR CONTRATA
9177508;UGARTE LLAMOCCA ROSA MARIA;INTELIBPO;2262;LIMA;PERU;ENSE?ANZA;ENSE?ANZA SECUNDARIA DE FORMACI?N GENERAL
5636722;VISION TECNOLOGICA DEL PERU S.A.C.;INTELIBPO;9781;LA LIBERTAD;PERU;COMERCIO AL POR MAYOR Y AL POR MENOR REPARACI?N DE VEH?CULOS AUTOMOTORES Y MOTOCICLETAS;OTRAS ACTIVIDADES DE VENTA AL POR MENOR EN COMERCIOS NO ESPECIALIZADOS
8117149;CONSULGAL - CONSULTORES DE ENGENHARIA E GESTAO S.A. - SUCURSAL DEL PERU;INTELIBPO;7297;LIMA;PERU;ACTIVIDADES PROFESIONALES CIENT?FICAS Y T?CNICAS;ACTIVIDADES DE ARQUITECTURA E INGENIER?A Y ACTIVIDADES CONEXAS DE CONSULTOR?A T?CNICA
3016013;COPIAS Y PAPELES SV SOCIEDAD ANONIMA CERRADA;INTELIBPO;5850;LORETO;PERU;COMERCIO AL POR MAYOR Y AL POR MENOR REPARACI?N DE VEH?CULOS AUTOMOTORES Y MOTOCICLETAS;VENTA AL POR MENOR DE LIBROS PERI?DICOS Y ART?CULOS DE PAPELER?A EN COMERCIOS ESPECIALIZADOS
7741448;DECOR NABU S.A.C.;INTELIBPO;3944;LIMA;PERU;ACTIVIDADES PROFESIONALES CIENT?FICAS Y T?CNICAS;ACTIVIDADES ESPECIALIZADAS DE DISE?O
7989925;DANILA ELIZABETH QUISPE JARITA;INTELIBPO;5969;AREQUIPA;PERU;COMERCIO AL POR MAYOR Y AL POR MENOR REPARACI?N DE VEH?CULOS AUTOMOTORES Y MOTOCICLETAS;VENTA AL POR MENOR DE OTROS PRODUCTOS NUEVOS EN COMERCIOS ESPECIALIZADOS
5096633;CORPORACION MIRDA S.A.C.;INTELIBPO;3881;LIMA;PERU;INDUSTRIAS MANUFACTURERAS;FABRICACI?N DE PRENDAS DE VESTIR EXCEPTO PRENDAS DE PIEL
6294856;IMPORTACIONES EXPORTACIONES CARRERA S.R.L.;INTELIBPO;6920;LIMA;PERU;COMERCIO AL POR MAYOR Y AL POR MENOR REPARACI?N DE VEH?CULOS AUTOMOTORES Y MOTOCICLETAS;VENTA AL POR MAYOR DE MAQUINARIA EQUIPO Y MATERIALES AGROPECUARIOS
9139627;EMPRESA DE LIMPIEZA MANTENIMIENTO Y PROYECTOS SAC - ELIMPRO SAC;INTELIBPO;5044;CALLAO;PERU;ACTIVIDADES DE SERVICIOS ADMINISTRATIVAS Y DE APOYO;LIMPIEZA GENERAL DE EDIFICIOS
6716796;SUMINISTRO LOGISTICA Y CARGA EL NORTE?O S.A.C.;INTELIBPO;5407;LIMA;PERU;TRANSPORTE Y ALMACENAMIENTO;TRANSPORTE DE CARGA POR CARRETERA
5660594;REPRESENTACIONES NOVOMASS E.I.R.L.;INTELIBPO;4496;LIMA;PERU;COMERCIO AL POR MAYOR Y AL POR MENOR REPARACI?N DE VEH?CULOS AUTOMOTORES Y MOTOCICLETAS;VENTA AL POR MAYOR NO ESPECIALIZADA
6685740;AXON CENTRO ESPECIALIZADO EN NEUROLOGIA NEUROPSICOLOGIA Y NEURO REHABILITACION S.A.C.;INTELIBPO;6576;LIMA;PERU;ACTIVIDADES DE ATENCI?N DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL;OTRAS ACTIVIDADES DE ATENCI?N DE LA SALUD HUMANA
4279355;EXPORTAFRUT MONTALVO S.A.C.;INTELIBPO;6124;LA LIBERTAD;PERU;COMERCIO AL POR MAYOR Y AL POR MENOR REPARACI?N DE VEH?CULOS AUTOMOTORES Y MOTOCICLETAS;VENTA AL POR MAYOR DE MATERIAS PRIMAS AGROPECUARIAS Y ANIMALES VIVOS
7159650;EXCELTIA OUTSOURCING SOCIEDAD ANONIMA CERRADA;INTELIBPO;6425;JUNIN;PERU;ACTIVIDADES DE SERVICIOS ADMINISTRATIVAS Y DE APOYO;ACTIVIDADES DE AGENCIAS DE EMPLEO
6413118;GRUPO A Y N MAQUINARIAS EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA;INTELIBPO;6290;PUNO;PERU;TRANSPORTE Y ALMACENAMIENTO;TRANSPORTE DE CARGA POR CARRETERA
9810838;J  Y  M MULTIMARC DIESEL S.A.C.;INTELIBPO;9740;HUANUCO;PERU;COMERCIO AL POR MAYOR Y AL POR MENOR REPARACI?N DE VEH?CULOS AUTOMOTORES Y MOTOCICLETAS;MANTENIMIENTO Y REPARACI?N DE VEH?CULOS AUTOMOTORES
8114801;J  Y  R CONFIANZA E.I.R.L.;INTELIBPO;9211;AREQUIPA;PERU;TRANSPORTE Y ALMACENAMIENTO;TRANSPORTE DE CARGA POR CARRETERA
9537420;TIERRA ESTRUCTURAS EIRL;INTELIBPO;6808;LIMA;PERU;TRANSPORTE Y ALMACENAMIENTO;TRANSPORTE DE CARGA POR CARRETERA
6532124;INVERSIONES GOLDEN RAYS E.I.R.L.;INTELIBPO;3482;MADRE DE DIOS;PERU;COMERCIO AL POR MAYOR Y AL POR MENOR REPARACI?N DE VEH?CULOS AUTOMOTORES Y MOTOCICLETAS;VENTA AL POR MAYOR DE OTROS ENSERES DOM?STICOS
6081209;INCA HARDWOOD S.A.C.;INTELIBPO;7677;UCAYALI;PERU;COMERCIO AL POR MAYOR Y AL POR MENOR REPARACI?N DE VEH?CULOS AUTOMOTORES Y MOTOCICLETAS;VENTA AL POR MAYOR DE MATERIALES DE CONSTRUCCI?N ART?CULOS DE FERRETER?A Y EQUIPO Y MATERIALES DE FONTANER?A Y CALEFACCI?N
3225439;INVERSIONES Y REPRESENTACIONES ZANTHANA E.I.R.L.;INTELIBPO;5759;LAMBAYEQUE;PERU;COMERCIO AL POR MAYOR Y AL POR MENOR REPARACI?N DE VEH?CULOS AUTOMOTORES Y MOTOCICLETAS;VENTA AL POR MAYOR DE ALIMENTOS BEBIDAS Y TABACO
7977572;OPTICKS E.I.R.L.;INTELIBPO;4645;LA LIBERTAD;PERU;COMERCIO AL POR MAYOR Y AL POR MENOR REPARACI?N DE VEH?CULOS AUTOMOTORES Y MOTOCICLETAS;VENTA AL POR MAYOR DE OTROS ENSERES DOM?STICOS
9649371;PARQUE DE DIVERSIONES CENTRAL PARK E.I.R.L;INTELIBPO;5569;LAMBAYEQUE;PERU;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS;ACTIVIDADES DE RESTAURANTES Y DE SERVICIO M?VIL DE COMIDAS
