RUC;RAZON_SOCIAL;TERCEROS;COD_CIIU;ZONA;PAIS;SEGMENTO;RUBRO
8664434;PIXEL MEDIOS ALTERNATIVOS E.I.R.L.;INTELIBPO;8061;LIMA;PERU;ACTIVIDADES PROFESIONALES CIENT?FICAS Y T?CNICAS;PUBLICIDAD
5861516;OCHOA HUAMAN TOMAS;INTELIBPO;9973;TACNA;PERU;TRANSPORTE Y ALMACENAMIENTO;TRANSPORTE DE CARGA POR CARRETERA
7339937;DELIFREE CUSCO S.A.C.;INTELIBPO;5120;CUSCO;PERU;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS;ACTIVIDADES DE RESTAURANTES Y DE SERVICIO M?VIL DE COMIDAS
5295301;SERVICIO DE PROTECCION VIGILANCIA Y RESGUARDO S.A.C. SEPROVIR S.A.C.;INTELIBPO;5582;LIMA;PERU;ACTIVIDADES DE SERVICIOS ADMINISTRATIVAS Y DE APOYO;ACTIVIDADES DE SEGURIDAD PRIVADA
7682116;ACADEMIA PRE UNIVERSITARIA GALILEO;INTELIBPO;3281;ANCASH;PERU;ENSE?ANZA;OTROS TIPOS DE ENSE?ANZA NCP
6565626;HCM INERCOM S.A.C.;INTELIBPO;6914;LIMA;PERU;ACTIVIDADES PROFESIONALES CIENT?FICAS Y T?CNICAS;ACTIVIDADES DE ARQUITECTURA E INGENIER?A Y ACTIVIDADES CONEXAS DE CONSULTOR?A T?CNICA
6813090;MASEF IMPORT S.A.C.;INTELIBPO;8676;LIMA;PERU;COMERCIO AL POR MAYOR Y AL POR MENOR REPARACI?N DE VEH?CULOS AUTOMOTORES Y MOTOCICLETAS;VENTA AL POR MAYOR DE ALIMENTOS BEBIDAS Y TABACO
3820224;RH SIRTEL PERU E.I.R.L.;INTELIBPO;9158;LIMA;PERU;INFORMACI?N Y COMUNICACIONES;OTRAS ACTIVIDADES DE TELECOMUNICACI?N
6421759;RIVERA RODRIGUEZ CARLOS FAUSTINO;INTELIBPO;3507;PIURA;PERU;ACTIVIDADES PROFESIONALES CIENT?FICAS Y T?CNICAS;ACTIVIDADES JURIDICAS
7625944;TRANSPORT ADC S.A.C.;INTELIBPO;2839;LIMA;PERU;TRANSPORTE Y ALMACENAMIENTO;TRANSPORTE DE CARGA POR CARRETERA
8168333;REQUENA PADILLA KARIN DELIA;INTELIBPO;2674;LIMA;PERU;TRANSPORTE Y ALMACENAMIENTO;TRANSPORTE DE CARGA POR CARRETERA
3959735;TURISMO MENDIVIL S.R.L;INTELIBPO;4272;AREQUIPA;PERU;TRANSPORTE Y ALMACENAMIENTO;OTRAS ACTIVIDADES DE TRANSPORTE POR V?A TERRESTRE
5631566;A & Z MINING COMPANY S.A.C.;INTELIBPO;2886;LIMA;PERU;EXPLOTACI?N DE MINAS Y CANTERAS;EXTRACCI?N DE OTROS MINERALES METAL?FEROS NO FERROSOS
7542201;CLEANING Y QUALITY SAC;INTELIBPO;9023;LIMA;PERU;COMERCIO AL POR MAYOR Y AL POR MENOR REPARACI?N DE VEH?CULOS AUTOMOTORES Y MOTOCICLETAS;VENTA AL POR MAYOR NO ESPECIALIZADA
7743012;CONSULTORA SOLUCION FINANCIERA S.A.C.;INTELIBPO;7001;JUNIN;PERU;ACTIVIDADES FINANCIERAS Y DE SEGUROS;OTRAS ACTIVIDADES DE CONCESI?N DE CR?DITO
4742634;HYDROMATIC PERU SAC;INTELIBPO;2296;LIMA;PERU;INDUSTRIAS MANUFACTURERAS;FABRICACI?N DE OTROS TIPOS DE MAQUINARIA DE USO ESPECIAL
9723817;CONSORCIO EDUCATIVO ADOLFO BECQUER EIRL;INTELIBPO;4569;LIMA;PERU;ENSE?ANZA;ENSE?ANZA PREESCOLAR Y PRIMARIA
7993276;SERVICIOS GENERALES HQ SAN EUGENIO S.A.C.;INTELIBPO;8668;LIMA;PERU;TRANSPORTE Y ALMACENAMIENTO;MANIPULACI?N DE CARGA
3027949;A Y C BUSINESS CORPORATION SOCIEDAD ANONIMA;INTELIBPO;5247;CUSCO;PERU;INDUSTRIAS MANUFACTURERAS;FABRICACI?N DE OTROS PRODUCTOS ELABORADOS DE METAL NCP
4359283;ADCONSULT PERU S.A.C.;INTELIBPO;8092;LIMA;PERU;ACTIVIDADES PROFESIONALES CIENT?FICAS Y T?CNICAS;ESTUDIOS DE MERCADO Y ENCUESTAS DE OPINI?N P?BLICA
9284248;V Y P MINING S.A.C.;INTELIBPO;6772;LIMA;PERU;EXPLOTACI?N DE MINAS Y CANTERAS;ACTIVIDADES DE APOYO PARA OTRAS ACTIVIDADES DE EXPLOTACI?N DE MINAS Y CANTERAS
8906038;CONSORCIO EMA DKF E.I.R.L.;INTELIBPO;9475;LIMA;PERU;ACTIVIDADES PROFESIONALES CIENT?FICAS Y T?CNICAS;ACTIVIDADES VETERINARIAS
9483530;GLANCE SERVICE EIRL;INTELIBPO;3189;LIMA;PERU;ACTIVIDADES DE ATENCI?N DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL;OTRAS ACTIVIDADES DE ATENCI?N DE LA SALUD HUMANA
8213860;CORPORACION POLY NEGOCIOS E.I.R.L.;INTELIBPO;2803;LIMA;PERU;COMERCIO AL POR MAYOR Y AL POR MENOR REPARACI?N DE VEH?CULOS AUTOMOTORES Y MOTOCICLETAS;VENTA AL POR MENOR DE PRODUCTOS FARMAC?UTICOS Y MEDICINALES COSM?TICOS Y ART?CULOS DE TOCADOR EN COMERCIOS ESPECIALIZADOS
5178510;JHS IMPORT & EXPORT SOCIEDAD ANONIMA CERRADA - JHS IMPORT & EXPORT S.A.C.;INTELIBPO;9399;LIMA;PERU;INDUSTRIAS MANUFACTURERAS;FABRICACI?N DE OTROS PRODUCTOS ELABORADOS DE METAL NCP
5446485;ECOCRET SA;INTELIBPO;5798;AREQUIPA;PERU;INDUSTRIAS MANUFACTURERAS;FABRICACI?N DE ART?CULOS DE HORMIG?N DE CEMENTO Y DE YESO
3850700;JK  Y  LM CONTRATISTAS Y EJECUTORES SOCIEDAD ANONIMA CERRADA;INTELIBPO;3776;PIURA;PERU;CONSTRUCCI?N;CONSTRUCCI?N DE EDIFICIOS
6614112;TECHSECURITY S.A.C.;INTELIBPO;3966;LIMA;PERU;ACTIVIDADES DE SERVICIOS ADMINISTRATIVAS Y DE APOYO;ACTIVIDADES DE SEGURIDAD PRIVADA
3977359;GASANDCONTROL SOCIEDAD ANONIMA CERRADA - GASANDCONTROL S.A.C.;INTELIBPO;6355;LIMA;PERU;ACTIVIDADES DE SERVICIOS ADMINISTRATIVAS Y DE APOYO;ACTIVIDADES DE SERVICIO DE SISTEMAS DE SEGURIDAD
6641421;ZELLA CRESE IMNOVA S.R.L.;INTELIBPO;6183;AREQUIPA;PERU;ACTIVIDADES PROFESIONALES CIENT?FICAS Y T?CNICAS;OTRAS ACTIVIDADES PROFESIONALES CIENT?FICAS Y T?CNICAS NCP
3099821;SULZER MEDICAL S.A.C;INTELIBPO;2790;LIMA;PERU;COMERCIO AL POR MAYOR Y AL POR MENOR REPARACI?N DE VEH?CULOS AUTOMOTORES Y MOTOCICLETAS;VENTA AL POR MENOR DE PRODUCTOS FARMAC?UTICOS Y MEDICINALES COSM?TICOS Y ART?CULOS DE TOCADOR EN COMERCIOS ESPECIALIZADOS
6703562;COMUNIDAD CAMPESINA DE HUARIPAMPA;INTELIBPO;2083;ANCASH;PERU;TRANSPORTE Y ALMACENAMIENTO;OTRAS ACTIVIDADES DE TRANSPORTE POR V?A TERRESTRE
9090148;CORPORACION AQUALAB SAC;INTELIBPO;6259;LIMA;PERU;TRANSPORTE Y ALMACENAMIENTO;TRANSPORTE DE CARGA POR CARRETERA
5327428;CARGOCORP LOGISTICS S.A.C.;INTELIBPO;2473;LIMA;PERU;TRANSPORTE Y ALMACENAMIENTO;TRANSPORTE DE CARGA POR CARRETERA
6108431;ESTACION DE SERVICIO GGOCTA S.R.L.;INTELIBPO;2359;LAMBAYEQUE;PERU;COMERCIO AL POR MAYOR Y AL POR MENOR REPARACI?N DE VEH?CULOS AUTOMOTORES Y MOTOCICLETAS;VENTA AL POR MENOR DE COMBUSTIBLES PARA VEH?CULOS AUTOMOTORES EN COMERCIOS ESPECIALIZADOS
5957792;ARISTRONIC SLOT S.A.C.;INTELIBPO;3644;UCAYALI;PERU;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS;ACTIVIDADES DE ALOJAMIENTO PARA ESTANCIAS CORTAS
3512194;INMOBILIARIA CONSTRUCTORA LUCES DEL CASTILLO EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA;INTELIBPO;3876;JUNIN;PERU;CONSTRUCCI?N;CONSTRUCCI?N DE EDIFICIOS
8913451;APTAL SERVICE S.R.L.;INTELIBPO;6856;LIMA;PERU;ACTIVIDADES DE SERVICIOS ADMINISTRATIVAS Y DE APOYO;LIMPIEZA GENERAL DE EDIFICIOS
8959493;DYL SOLUCIONES INDUSTRIALES E.I.R.L.;INTELIBPO;7198;LA LIBERTAD;PERU;ACTIVIDADES DE SERVICIOS ADMINISTRATIVAS Y DE APOYO;OTRAS ACTIVIDADES DE LIMPIEZA DE EDIFICIOS E INSTALACIONES INDUSTRIALES
7659784;INGENIERIA CRL S.A.C.;INTELIBPO;2704;LA LIBERTAD;PERU;COMERCIO AL POR MAYOR Y AL POR MENOR REPARACI?N DE VEH?CULOS AUTOMOTORES Y MOTOCICLETAS;VENTA AL POR MAYOR NO ESPECIALIZADA
6025464;OPERADOR LOGISTICO L & M S.R.L.;INTELIBPO;3789;LIMA;PERU;TRANSPORTE Y ALMACENAMIENTO;TRANSPORTE DE CARGA POR CARRETERA
6962842;INSTITUTO DE CAPACITACION DOCENTE JOSE MARIA ARGUEDAS;INTELIBPO;7462;PIURA;PERU;OTRAS ACTIVIDADES DE SERVICIOS;ACTIVIDADES DE OTRAS ASOCIACIONES NCP
7339068;SILVA ASESORES S.A.C;INTELIBPO;7537;LIMA;PERU;ACTIVIDADES PROFESIONALES CIENT?FICAS Y T?CNICAS;ACTIVIDADES DE CONTABILIDAD TENEDUR?A DE LIBROS Y AUDITOR?A CONSULTOR?A FISCAL
3214756;MEGA CAUCHO & SERVICIOS MULTIPLES SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA;INTELIBPO;8678;LIMA;PERU;COMERCIO AL POR MAYOR Y AL POR MENOR REPARACI?N DE VEH?CULOS AUTOMOTORES Y MOTOCICLETAS;VENTA AL POR MAYOR NO ESPECIALIZADA
7567575;CONFINET E.I.R.L.;INTELIBPO;7160;LIMA;PERU;INFORMACI?N Y COMUNICACIONES;OTRAS ACTIVIDADES DE TELECOMUNICACI?N
9545768;CRISTO REY EL SALVADOR SOCIEDAD ANONIMA CERRADA;INTELIBPO;3622;LIMA;PERU;ENSE?ANZA;ENSE?ANZA PREESCOLAR Y PRIMARIA
7512782;METRICA DIRECCION INTEGRAL DE PROYECTOS S.A.C.;INTELIBPO;3337;LIMA;PERU;ACTIVIDADES PROFESIONALES CIENT?FICAS Y T?CNICAS;ACTIVIDADES DE ARQUITECTURA E INGENIER?A Y ACTIVIDADES CONEXAS DE CONSULTOR?A T?CNICA
9471682;MHT SELVA S.A.C.;INTELIBPO;5316;SAN MARTIN;PERU;INDUSTRIAS MANUFACTURERAS;FABRICACI?N DE PRODUCTOS MET?LICOS PARA USO ESTRUCTURAL
9580779;LV  Y  JC DISTRIBUIDORES S.A.C.;INTELIBPO;6739;LIMA;PERU;COMERCIO AL POR MAYOR Y AL POR MENOR REPARACI?N DE VEH?CULOS AUTOMOTORES Y MOTOCICLETAS;VENTA AL POR MAYOR NO ESPECIALIZADA
4365267;DISTRIBUIDORA DE GOLOSINAS Y ABARROTES ZOE S.A.C.;INTELIBPO;8509;LA LIBERTAD;PERU;COMERCIO AL POR MAYOR Y AL POR MENOR REPARACI?N DE VEH?CULOS AUTOMOTORES Y MOTOCICLETAS;VENTA AL POR MAYOR DE ALIMENTOS BEBIDAS Y TABACO
6180030;CORPORACION REX S.A.;INTELIBPO;3192;CALLAO;PERU;INDUSTRIAS MANUFACTURERAS;FABRICACI?N DE MATERIALES DE CONSTRUCCI?N DE ARCILLA
4639122;MRT FRUT E.I.R.L.;INTELIBPO;7413;LIMA;PERU;COMERCIO AL POR MAYOR Y AL POR MENOR REPARACI?N DE VEH?CULOS AUTOMOTORES Y MOTOCICLETAS;VENTA AL POR MAYOR DE ALIMENTOS BEBIDAS Y TABACO
5719659;ALQUILERES Y SERVICIOS BRAYANCITO E.I.R.L.;INTELIBPO;2800;TACNA;PERU;TRANSPORTE Y ALMACENAMIENTO;OTRAS ACTIVIDADES DE TRANSPORTE POR V?A TERRESTRE
6962013;CEREALES DE LOS ANDES SOCIEDAD ANONIMA CERRADA;INTELIBPO;8442;LIMA;PERU;COMERCIO AL POR MAYOR Y AL POR MENOR REPARACI?N DE VEH?CULOS AUTOMOTORES Y MOTOCICLETAS;VENTA AL POR MAYOR DE ALIMENTOS BEBIDAS Y TABACO
5400480;INGA SEGURIDAD ELECTRONICA SOCIEDAD ANONIMA CERRADA;INTELIBPO;9264;LIMA;PERU;ACTIVIDADES DE SERVICIOS ADMINISTRATIVAS Y DE APOYO;ACTIVIDADES DE SERVICIO DE SISTEMAS DE SEGURIDAD
6134572;FLASHOVER E.I.R.L.;INTELIBPO;4695;PIURA;PERU;SUMINISTRO DE ELECTRICIDAD GAS VAPOR Y AIRE ACONDICIONADO;GENERACI?N TRANSMISI?N Y DISTRIBUCI?N DE ENERG?A EL?CTRICA
7133800;SKY GROUP S.A.C.;INTELIBPO;2679;LIMA;PERU;COMERCIO AL POR MAYOR Y AL POR MENOR REPARACI?N DE VEH?CULOS AUTOMOTORES Y MOTOCICLETAS;VENTAS DE PARTES PIEZAS Y ACCESORIOS PARA VEH?CULOS AUTOMOTORES
3669489;HFP HYDRAULIC SAC;INTELIBPO;8557;LIMA;PERU;INDUSTRIAS MANUFACTURERAS;REPARACI?N DE MAQUINARIA
7801738;EVOLTA SAC;INTELIBPO;6215;LIMA;PERU;INFORMACI?N Y COMUNICACIONES;OTRAS ACTIVIDADES DE TECNOLOG?A DE LA INFORMACI?N Y DE SERVICIOS INFORM?TICOS
6195970;SISTEMAS INFORMATICOS ASOCIADOS S.A.C.;INTELIBPO;9040;LIMA;PERU;COMERCIO AL POR MAYOR Y AL POR MENOR REPARACI?N DE VEH?CULOS AUTOMOTORES Y MOTOCICLETAS;VENTA AL POR MENOR DE OTROS PRODUCTOS NUEVOS EN COMERCIOS ESPECIALIZADOS
4200984;ALFARO RODRIGUEZ MARIA ELENA;INTELIBPO;8038;LIMA;PERU;OTRAS ACTIVIDADES DE SERVICIOS;PELUQUER?A Y OTROS TRATAMIENTOS DE BELLEZA
9283046;APR ARQUITECTURA SAC;INTELIBPO;2586;LIMA;PERU;ACTIVIDADES PROFESIONALES CIENT?FICAS Y T?CNICAS;ACTIVIDADES DE ARQUITECTURA E INGENIER?A Y ACTIVIDADES CONEXAS DE CONSULTOR?A T?CNICA
5621640;VC MOTORS S.A.C;INTELIBPO;3126;LIMA;PERU;OTRAS ACTIVIDADES DE SERVICIOS;OTRAS ACTIVIDADES DE SERVICIOS PERSONALES NCP
9603257;VIAJES & REPRESENTACIONES MUNDIALES S.A.C.;INTELIBPO;5609;AREQUIPA;PERU;ACTIVIDADES DE SERVICIOS ADMINISTRATIVAS Y DE APOYO;ACTIVIDADES DE AGENCIAS DE VIAJES
6560773;RECAUDOS S.A.C.;INTELIBPO;8697;LIMA;PERU;ACTIVIDADES DE SERVICIOS ADMINISTRATIVAS Y DE APOYO;ACTIVIDADES DE CENTROS DE LLAMADAS
5385175;ENGINEERING AND PROJECTS CONSULTORIA SUMINISTROS FABRICACION Y MONTAJE S.A.C.;INTELIBPO;9767;LIMA;PERU;INDUSTRIAS MANUFACTURERAS;FABRICACI?N DE PRODUCTOS MET?LICOS PARA USO ESTRUCTURAL
3232641;CONSORCIO MALQUI LJI E.I.R.L.;INTELIBPO;2680;LIMA;PERU;COMERCIO AL POR MAYOR Y AL POR MENOR REPARACI?N DE VEH?CULOS AUTOMOTORES Y MOTOCICLETAS;VENTA AL POR MAYOR DE EQUIPO PARTES Y PIEZAS ELECTR?NICOS Y DE TELECOMUNICACIONES
3210903;NINOSKA PUBLICIDAD EIRL;INTELIBPO;8664;LIMA;PERU;ACTIVIDADES PROFESIONALES CIENT?FICAS Y T?CNICAS;PUBLICIDAD
8955212;LOAYZA DE LA FLOR NILO ARTURO;INTELIBPO;6315;LIMA;PERU;ENSE?ANZA;ENSE?ANZA PREESCOLAR Y PRIMARIA
8594046;GOVISA EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA;INTELIBPO;8510;LIMA;PERU;INDUSTRIAS MANUFACTURERAS;FABRICACI?N DE PRENDAS DE VESTIR EXCEPTO PRENDAS DE PIEL
8158135;CORPORACION RESTAURANTERA PERUANA S.A.C.;INTELIBPO;8195;LIMA;PERU;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS;ACTIVIDADES DE RESTAURANTES Y DE SERVICIO M?VIL DE COMIDAS
4525655;BOELSI S.A.C.;INTELIBPO;8281;LIMA;PERU;ACTIVIDADES PROFESIONALES CIENT?FICAS Y T?CNICAS;ACTIVIDADES DE ARQUITECTURA E INGENIER?A Y ACTIVIDADES CONEXAS DE CONSULTOR?A T?CNICA
6034839;REGALADO MORENO JORGE ANTONIO;INTELIBPO;4677;LA LIBERTAD;PERU;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS;ACTIVIDADES DE SERVICIO DE BEBIDAS
5930953;IMEXPE S.A.C.;INTELIBPO;8576;AREQUIPA;PERU;TRANSPORTE Y ALMACENAMIENTO;TRANSPORTE DE CARGA POR CARRETERA
3985354;HUGO GADEA VILLAR S.A. AG ADUANAS;INTELIBPO;2654;CALLAO;PERU;TRANSPORTE Y ALMACENAMIENTO;OTRAS ACTIVIDADES DE APOYO AL TRANSPORTE
6956774;ROBLES PEREZ ASOCIADOS E.I.R.L. - RPASOC;INTELIBPO;5341;LIMA;PERU;ACTIVIDADES PROFESIONALES CIENT?FICAS Y T?CNICAS;ACTIVIDADES DE ARQUITECTURA E INGENIER?A Y ACTIVIDADES CONEXAS DE CONSULTOR?A T?CNICA
9548810;J.G. ELECTRI METAL E.I.R.L.;INTELIBPO;6503;ANCASH;PERU;INDUSTRIAS MANUFACTURERAS;FABRICACI?N DE PRODUCTOS MET?LICOS PARA USO ESTRUCTURAL
6786801;MULTISERVICIOS EN MAQUINARIAS PESADAS Y LIVIANAS TRIPLE A  E.I.R.L.;INTELIBPO;3756;AYACUCHO;PERU;TRANSPORTE Y ALMACENAMIENTO;TRANSPORTE DE CARGA POR CARRETERA
8584190;MAQUINADOS PERU SAC;INTELIBPO;3624;CALLAO;PERU;INDUSTRIAS MANUFACTURERAS;FABRICACI?N DE PRODUCTOS MET?LICOS PARA USO ESTRUCTURAL
3666956;TYM QUIROZ S.A.C.;INTELIBPO;2363;CAJAMARCA;PERU;TRANSPORTE Y ALMACENAMIENTO;TRANSPORTE DE CARGA POR CARRETERA
6843192;KAFILUZ E.I.R.L.;INTELIBPO;5331;LIMA;PERU;COMERCIO AL POR MAYOR Y AL POR MENOR REPARACI?N DE VEH?CULOS AUTOMOTORES Y MOTOCICLETAS;VENTA AL POR MENOR DE PRENDAS DE VESTIR CALZADO Y ART?CULOS DE CUERO EN COMERCIOS ESPECIALIZADOS
4316507;STHELEC INGENIEROS EIRL;INTELIBPO;9507;LIMA;PERU;ACTIVIDADES PROFESIONALES CIENT?FICAS Y T?CNICAS;ACTIVIDADES DE ARQUITECTURA E INGENIER?A Y ACTIVIDADES CONEXAS DE CONSULTOR?A T?CNICA
4980527;CONSTRUCTORA HT SAC;INTELIBPO;2827;SAN MARTIN;PERU;CONSTRUCCI?N;CONSTRUCCI?N DE EDIFICIOS
4648773;JKM ASOCIADOS SAC;INTELIBPO;2626;LIMA;PERU;TRANSPORTE Y ALMACENAMIENTO;OTRAS ACTIVIDADES DE TRANSPORTE POR V?A TERRESTRE
5412635;ETRAL SOCIEDAD ANONIMA CERRADA;INTELIBPO;6821;LA LIBERTAD;PERU;INDUSTRIAS MANUFACTURERAS;FABRICACI?N DE CARROCER?AS PARA VEH?CULOS AUTOMOTORES FABRICACI?N DE REMOLQUES Y SEMIRREMOLQUES
6860246;AGRO INCHI SAC;INTELIBPO;5772;UCAYALI;PERU;AGRICULTURA GANADERIA SILVICULTURA Y PESCA;CULTIVO DE FRUTOS OLEAGINOSOS
4551496;CASTRO Y ARAUJO CONSTRUCTORES S.A.C.;INTELIBPO;9506;LA LIBERTAD;PERU;CONSTRUCCI?N;CONSTRUCCI?N DE EDIFICIOS
4272789;LAVADO Y LUBRICACION KIKE E.I.R.L.;INTELIBPO;3926;PIURA;PERU;COMERCIO AL POR MAYOR Y AL POR MENOR REPARACI?N DE VEH?CULOS AUTOMOTORES Y MOTOCICLETAS;VENTAS DE PARTES PIEZAS Y ACCESORIOS PARA VEH?CULOS AUTOMOTORES
6285736;SERVICIOS GENERALES EN CAMPO Y ANALYTICS S.A.C.;INTELIBPO;4988;LIMA;PERU;ACTIVIDADES PROFESIONALES CIENT?FICAS Y T?CNICAS;ACTIVIDADES DE CONSULTOR?A DE GESTI?N
7359127;EMPRESA DE TRANSPORTES WINNER S.A.C.;INTELIBPO;2171;LIMA;PERU;TRANSPORTE Y ALMACENAMIENTO;TRANSPORTE DE CARGA POR CARRETERA
3970735;LLONTOP DE CORTEZ ISABEL NICOLASA;INTELIBPO;2320;LAMBAYEQUE;PERU;ENSE?ANZA;OTROS TIPOS DE ENSE?ANZA NCP
9440320;SAU?I PORRAS JACQUELINE JENNY;INTELIBPO;4577;JUNIN;PERU;ENSE?ANZA;ENSE?ANZA PREESCOLAR Y PRIMARIA
3161442;FARETZY GAMING SOCIEDAD ANONIMA CERRADA;INTELIBPO;8207;LIMA;PERU;ACTIVIDADES ART?STICAS DE ENTRETENIMIENTO Y RECREATIVAS;ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS
3388093;MAES & PARTNERS S.A.;INTELIBPO;7858;LIMA;PERU;ACTIVIDADES DE SERVICIOS ADMINISTRATIVAS Y DE APOYO;ACTIVIDADES COMBINADAS DE SERVICIOS ADMINISTRATIVOS DE OFICINA
7701831;PULPA AGENCIA DIGITAL S.A.C.;INTELIBPO;9047;LIMA;PERU;ACTIVIDADES PROFESIONALES CIENT?FICAS Y T?CNICAS;ESTUDIOS DE MERCADO Y ENCUESTAS DE OPINI?N P?BLICA
4118799;CLINICA VETERINARIA PACHACAMAC E.I.R.L.;INTELIBPO;8930;LIMA;PERU;ACTIVIDADES PROFESIONALES CIENT?FICAS Y T?CNICAS;ACTIVIDADES VETERINARIAS
8454149;CA?AS PERU S.A.C.;INTELIBPO;2108;LIMA;PERU;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS;ACTIVIDADES DE RESTAURANTES Y DE SERVICIO M?VIL DE COMIDAS
4734378;JMM INGENIERIA & SERVICIOS GENERALES S.A.C.;INTELIBPO;3534;LIMA;PERU;INDUSTRIAS MANUFACTURERAS;FABRICACI?N DE PRODUCTOS MET?LICOS PARA USO ESTRUCTURAL
6059425;ESCOBAR VILLA RUBEN;INTELIBPO;5447;HUANCAVELICA;PERU;ENSE?ANZA;ENSE?ANZA PREESCOLAR Y PRIMARIA
7863000;VELASQUEZ QUISPE NOEMI;INTELIBPO;4896;LIMA;PERU;INDUSTRIAS MANUFACTURERAS;FABRICACI?N DE PRENDAS DE VESTIR EXCEPTO PRENDAS DE PIEL
8973515;ASOCIACION DE PROPIETARIOS DEL MERCADO MODELO DE CAJA DE AGUA;INTELIBPO;3660;LIMA;PERU;OTRAS ACTIVIDADES DE SERVICIOS;ACTIVIDADES DE OTRAS ASOCIACIONES NCP
5262743;ARQUITECTURA Y CONSULT.ACUSTICA S.R.LTDA;INTELIBPO;3441;LIMA;PERU;ACTIVIDADES PROFESIONALES CIENT?FICAS Y T?CNICAS;ACTIVIDADES DE ARQUITECTURA E INGENIER?A Y ACTIVIDADES CONEXAS DE CONSULTOR?A T?CNICA
9428701;INKAS CORPORATION TRAVELS AND EVENTS SOCIEDAD COMERCIAL DE RESPONSABILDAD LIMITADA;INTELIBPO;3305;AREQUIPA;PERU;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS;ACTIVIDADES DE RESTAURANTES Y DE SERVICIO M?VIL DE COMIDAS
4387063;"JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO JASS \EL CRUCE LA JOYA\""""";INTELIBPO;9508;AREQUIPA;PERU;OTRAS ACTIVIDADES DE SERVICIOS;ACTIVIDADES DE OTRAS ASOCIACIONES NCP
7786885;EXPRESS D Y CR SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA - EXPRESS D Y CR S.R.L.;INTELIBPO;4959;CUSCO;PERU;TRANSPORTE Y ALMACENAMIENTO;TRANSPORTE DE CARGA POR CARRETERA
3570858;MOLINO ARROCERO LA CANDELARIA SCRL;INTELIBPO;9445;AREQUIPA;PERU;AGRICULTURA GANADERIA SILVICULTURA Y PESCA;CULTIVO DE PRODUCTOS AGR?COLAS EN COMBINACI?N CON LA CR?A DE ANIMALES
8202339;J & R EBENEZER SAC;INTELIBPO;6132;LIMA;PERU;TRANSPORTE Y ALMACENAMIENTO;ACTIVIDADES DE MENSAJER?A
9838853;FABRICACIONES METAL MECANICA F  Y  N S.A.C;INTELIBPO;6217;LIMA;PERU;INDUSTRIAS MANUFACTURERAS;FABRICACI?N DE PARTES PIEZAS Y ACCESORIOS PARA VEH?CULOS DE AUTOMOTORES
4953947;MANGALA SOCIEDAD ANONIMA CERRADA;INTELIBPO;6097;LIMA;PERU;COMERCIO AL POR MAYOR Y AL POR MENOR REPARACI?N DE VEH?CULOS AUTOMOTORES Y MOTOCICLETAS;VENTA AL POR MAYOR NO ESPECIALIZADA
3193833;LA CASA DEL PADRE;INTELIBPO;4478;LIMA;PERU;OTRAS ACTIVIDADES DE SERVICIOS;ACTIVIDADES DE ORGANIZACIONES RELIGIOSAS
5823729;MELCONSI S.A.C;INTELIBPO;7667;LIMA;PERU;CONSTRUCCI?N;CONSTRUCCI?N DE EDIFICIOS
9388781;ELECTRICIDAD VENTAS Y SERVICIOS GENERALES E.I.R.L;INTELIBPO;3409;LIMA;PERU;CONSTRUCCI?N;INSTALACIONES EL?CTRICAS
4844958;METALFASE SOCIEDAD ANONIMA CERRADA;INTELIBPO;5039;LIMA;PERU;INDUSTRIAS MANUFACTURERAS;FABRICACI?N DE PRODUCTOS MET?LICOS PARA USO ESTRUCTURAL
6152080;WELDING TECH CONSULTING S.A.C.;INTELIBPO;6780;LIMA;PERU;ACTIVIDADES PROFESIONALES CIENT?FICAS Y T?CNICAS;ACTIVIDADES DE ARQUITECTURA E INGENIER?A Y ACTIVIDADES CONEXAS DE CONSULTOR?A T?CNICA
7745193;LUMENAX PRO LED S.A.C.;INTELIBPO;5465;LIMA;PERU;COMERCIO AL POR MAYOR Y AL POR MENOR REPARACI?N DE VEH?CULOS AUTOMOTORES Y MOTOCICLETAS;VENTA AL POR MAYOR DE OTROS ENSERES DOM?STICOS
4775998;CONSORCIO EDUCATIVO MARTIN LUTHER KING E.I.R.L.;INTELIBPO;9647;LIMA;PERU;ENSE?ANZA;ENSE?ANZA PREESCOLAR Y PRIMARIA
6030969;AVF INGENIERIA Y SERVICIOS S.A.C.;INTELIBPO;4840;LIMA;PERU;CONSTRUCCI?N;TERMINACI?N Y ACABADO DE EDIFICIOS
